"pdes","name","H","a","e","i","om","w","ma"
"2019 VT2",,24.37,1.035,0.2148,9.26,228.71,293.09,170.16
"2019 VU2",,25.80,0.9385,0.1687,9.33,32.27,150.78,105.02
"2019 VV2",,24.90,1.374,0.2107,9.34,216.11,211.12,256.27
"2019 VW2",,22.70,1.12,0.2628,21.81,32.14,214.44,180.72
"2019 VX2",,28.80,1.26,0.2734,1.67,39.78,59.69,64.97
"2019 VY2",,24.30,1.309,0.1703,26.76,219.81,190.66,6.75
"2019 VZ2",,25.86,2.341,0.5642,8.54,223.95,164.59,2.72
"2019 VA3",,24.40,1.648,0.3837,15.77,38.82,317.74,19.71
"2019 VB3",,28.40,1.265,0.1947,1.92,226.99,183.14,83.82
"2019 VC3",,26.51,1.671,0.5834,5.18,227.49,86.45,25.90
"2019 VD3",,25.90,2.45,0.6045,1.68,227.43,153.06,211.82
"2019 VE3",,23.34,1.171,0.9001,2.53,186.49,5.94,326.20
"2019 VF3",,25.80,2.086,0.5639,19.39,39.98,314.90,11.69
"2019 VG3",,27.90,2.485,0.6073,2.29,38.29,340.31,199.87
"2019 VH3",,23.86,2.165,0.6161,4.52,44.25,290.37,339.37
"2019 VJ3",,23.73,1.985,0.4547,29.88,46.30,334.88,7.93
"2019 VK3",,25.50,1.04,0.6374,5.03,232.21,302.36,194.79
"2019 VL3",,23.30,1.097,0.4392,28.05,227.58,300.13,12.47
"2019 VM3",,25.00,1.457,0.4510,2.64,340.12,333.94,37.16
"2019 VO3",,25.90,0.6778,0.5161,26.46,42.06,178.09,126.80
"2019 VP3",,28.10,1.173,0.2746,11.93,223.43,255.39,312.64
"2019 VQ3",,27.20,2.622,0.6108,7.98,41.17,2.66,152.15
"2019 VR3",,26.46,1.667,0.4484,7.92,228.06,117.83,20.80
"2019 VS3",,28.40,2.189,0.5416,1.09,42.05,354.91,313.37
"2019 VT3",,28.20,1.04,0.1318,7.81,40.64,93.12,177.86
"2019 VU3",,27.00,1.076,0.3962,20.57,222.36,73.05,61.45
"2019 VV3",,27.19,2.316,0.5794,4.04,38.20,329.09,7.43
"2019 VW3",,26.70,2.455,0.5745,8.14,223.63,191.38,357.41
"2019 VX3",,26.70,2.005,0.6291,6.46,223.46,253.65,342.82
"2019 VY3",,22.70,1.034,0.0692,17.13,53.30,174.99,77.45
"2019 VZ3",,25.05,1.321,0.1731,20.82,223.30,162.37,12.53
"2019 VA4",,27.80,0.8221,0.2434,9.02,221.91,354.10,227.99
"2019 VB4",,26.00,1.119,0.1023,6.36,54.32,293.26,83.33
"2019 VC4",,25.60,2.554,0.5886,7.66,229.66,148.92,5.33
"2019 VE4",,27.90,2.435,0.5924,0.56,221.12,155.35,8.30
"2019 VG4",,27.80,1.19,0.3293,14.66,42.43,277.01,47.77
"2019 VH4",,25.60,1.083,0.2525,15.93,43.50,106.20,54.16
"2019 VJ4",,22.89,1.929,0.7850,2.74,215.67,77.03,111.64
"2019 VK4",,26.70,1.812,0.5621,5.85,32.04,79.43,152.83
"2019 VL4",,19.69,2.038,0.8401,10.30,260.16,288.00,359.12
"2019 VM4",,26.70,0.9683,0.1068,26.82,222.54,319.80,229.74
"2019 VN4",,25.68,1.275,0.3891,21.15,43.36,268.46,48.13
"2019 VO4",,24.63,2.525,0.5426,0.16,180.21,219.26,183.90
"2019 VP4",,24.19,1.409,0.3711,6.15,359.54,328.77,36.43
"2019 VS4",,27.30,2.03,0.5133,3.50,223.30,188.82,29.53
"2019 VT4",,24.40,1.388,0.2216,11.65,55.15,14.63,344.12
"2019 VU4",,20.04,1.984,0.3749,34.29,65.55,297.89,93.70
"2019 VZ4",,23.50,1.095,0.4042,22.18,221.47,301.79,25.13
"2019 VB5",,31.70,1.022,0.2038,0.31,54.83,86.29,237.88
"2019 VE5",,25.70,1.095,0.1721,30.06,47.28,78.64,300.41
"2019 VF5",,27.50,1.398,0.5654,11.52,46.82,94.30,202.63
"2019 VH5",,23.24,1.105,0.3637,4.67,65.42,102.62,350.98
"2019 VJ5",,25.00,1.327,0.3349,7.41,217.94,129.69,11.38
"2019 VK5",,22.70,2.31,0.4485,7.31,21.05,35.40,256.64
"2019 VL5",,25.86,0.9972,0.2792,1.78,277.87,239.42,295.19
"2019 VP5",,19.91,2.388,0.5403,39.48,67.05,25.46,213.75
"2019 VR5",,23.00,1.289,0.3669,25.00,215.75,292.07,295.13
"2019 VS5",,23.21,0.8433,0.4313,10.89,73.50,137.86,147.62
"2019 VT5",,22.80,2.284,0.5865,4.46,115.02,238.02,282.98
"2019 VU5",,24.43,1.845,0.7062,6.49,47.65,268.34,164.26
"2019 VV5",,26.70,1.972,0.5702,6.30,37.62,302.80,16.00
"2019 VW5",,23.70,2.82,0.5756,7.32,97.87,310.83,97.27
"2019 VX5",,23.56,1.731,0.4245,7.78,197.56,165.10,252.63
"2019 VD6",,23.14,1.178,0.2868,20.59,232.77,267.57,197.00
"2019 VF6",,21.16,1.23,0.4391,14.91,102.17,89.17,66.03
"2019 VG6",,21.23,1.514,0.4137,8.60,304.32,219.17,6.32
"2019 VS7",,18.55,2.492,0.6519,30.26,92.44,81.02,142.38
"2019 VZ36",,25.07,1.456,0.3816,30.72,43.72,52.59,335.07
"2019 VA37",,25.05,1.839,0.5302,7.27,28.92,70.71,342.09
"2019 VB37",,24.51,1.379,0.4968,7.35,215.98,273.31,321.06
"2019 VC37",,29.68,1.051,0.1732,2.56,220.03,97.57,285.00
"2019 WC",,26.50,2.491,0.5941,3.89,53.95,1.87,190.28
"2019 WD",,26.30,2.319,0.5794,1.49,243.26,152.08,257.17
"2019 WE",,26.80,1.727,0.4608,0.44,239.86,215.47,219.32
"2019 WF",,27.00,1.711,0.5020,5.09,56.31,56.04,227.90
"2019 WG",,24.20,1.761,0.4448,18.21,243.21,127.19,221.08
"2019 WH",,26.20,1.524,0.4239,9.27,56.53,51.22,48.52
"2019 WJ",,22.31,0.7114,0.5076,4.72,12.77,204.21,238.56
"2019 WK",,23.10,1.117,0.1683,14.61,257.60,35.03,136.29
"2019 WM",,26.50,1.111,0.4116,4.71,45.12,113.14,305.65
"2019 WN",,25.24,1.422,0.2968,15.51,239.48,150.18,209.04
"2019 WR",,24.70,1.466,0.3011,6.38,252.14,205.70,116.97
"2019 WT",,23.72,1.344,0.1927,10.24,249.90,137.60,326.72
"2019 WU",,27.20,2.335,0.6100,0.65,73.24,28.86,236.96
"2019 WV",,24.97,1.093,0.1813,1.50,213.18,131.53,145.25
"2019 WW",,24.56,1.03,0.3306,5.01,240.67,293.91,189.32
"2019 WX",,22.10,1.906,0.3249,9.93,282.39,148.86,95.56
"2019 WY",,25.80,2.508,0.8198,3.90,233.82,80.65,11.63
"2019 WZ",,21.59,1.88,0.3594,20.89,251.46,211.23,99.09
"2019 WD1",,20.13,2.718,0.6117,24.47,44.23,315.59,130.70
"2019 WE1",,24.80,1.722,0.5542,3.59,9.15,324.48,25.52
"2019 WF1",,19.63,3.535,0.6819,31.45,16.91,350.56,327.78
"2019 WG1",,21.11,1.354,0.4873,14.23,344.19,340.30,327.99
"2019 WH1",,21.49,3.086,0.6597,12.95,119.92,262.40,42.11
"2019 WN1",,26.53,1.539,0.4427,2.05,232.15,252.42,24.48
"2019 WO1",,26.10,2.368,0.5638,10.91,238.69,164.17,3.87
"2019 WS1",,24.95,1.135,0.0831,11.87,239.07,136.42,23.22
"2019 WT1",,26.80,0.8466,0.2639,11.02,62.26,211.86,17.36
"2019 WU1",,26.40,0.9124,0.1161,17.47,61.46,200.93,108.91
"2019 WV1",,28.00,1.275,0.3280,0.74,64.59,290.21,93.30
"2019 WW1",,22.01,1.152,0.3544,28.71,59.16,245.59,68.12
"2019 WX1",,22.05,1.756,0.6340,1.62,187.03,131.11,24.35
"2019 WY1",,24.60,2.221,0.5410,6.89,62.05,329.30,7.66
"2019 WZ1",,25.10,1.78,0.4119,20.69,61.92,359.33,188.47
"2019 WA2",,24.40,1.526,0.2787,20.78,62.12,0.72,359.04
"2019 WC2",,21.33,2.436,0.4888,12.25,47.59,16.94,209.75
"2019 WF2",,25.80,1.533,0.4316,15.95,61.28,300.76,23.53
"2019 WG2",,24.93,1.278,0.3045,23.35,240.52,124.51,84.56
"2019 WH2",,26.80,1.69,0.4664,6.67,69.02,44.20,243.11
"2019 WK2",,25.50,2.173,0.6170,5.94,237.15,129.09,325.19
"2019 WL2",,24.27,2.317,0.4914,1.89,86.66,348.49,247.49
"2019 WM2",,23.00,2.24,0.5520,8.81,39.94,343.29,292.27
"2019 WN2",,27.60,1.288,0.2222,2.00,54.22,19.61,29.03
"2019 WO2",,25.18,1.918,0.4815,7.41,256.76,189.01,84.00
"2019 WQ2",,22.97,1.653,0.5715,8.20,229.23,108.29,321.25
"2019 WR2",,19.07,2.452,0.5412,31.19,79.82,46.58,187.87
"2019 WS2",,22.40,1.051,0.2892,42.66,240.83,69.29,276.78
"2019 WU2",,24.60,1.681,0.4865,3.28,222.92,125.55,295.04
"2019 WZ2",,25.30,1.349,0.2543,16.15,240.10,168.18,304.07
"2019 WA3",,25.40,1.721,0.4330,2.06,174.50,203.00,251.87
"2019 WD3",,25.20,1.236,0.2954,4.56,53.56,80.07,89.35
"2019 WE3",,25.44,2.543,0.5704,0.26,2.94,66.82,358.78
"2019 WF3",,21.06,2.334,0.5730,12.86,296.44,204.19,220.31
"2019 WG3",,24.98,1.039,0.4776,1.60,238.92,57.70,71.46
"2019 WL3",,25.40,1.246,0.1881,19.49,66.50,28.00,88.04
"2019 WM3",,20.81,1.163,0.6989,31.95,81.49,219.92,327.09
"2019 WP3",,19.95,2.801,0.5635,10.92,180.46,314.27,75.94
"2019 WQ3",,22.80,1.695,0.4161,29.85,248.02,157.84,263.09
"2019 WR3",,22.65,1.331,0.2369,12.65,253.78,192.57,309.49
"2019 WS3",,26.30,1.063,0.0861,1.92,164.13,188.68,228.63
"2019 WT3",,24.56,1.487,0.3668,15.06,75.26,42.21,82.99
"2019 WU3",,26.45,1.62,0.4688,4.58,69.55,294.95,22.15
"2019 WV3",,26.50,2.474,0.5843,4.28,74.88,357.37,358.97
"2019 WY3",,25.10,2.353,0.5742,9.56,65.28,336.95,241.56
"2019 WZ3",,24.60,1.663,0.4169,1.55,309.39,66.41,19.78
"2019 WC4",,22.40,0.9305,0.4875,9.84,289.83,272.77,144.44
"2019 WG4",,20.48,1.895,0.6764,11.04,132.69,35.97,70.01
"2019 WH4",,27.30,2.516,0.6056,3.56,243.52,197.04,356.81
"2019 WJ4",,28.40,2.242,0.6790,10.60,66.42,73.36,267.34
"2019 WK4",,23.39,1.199,0.2377,16.95,58.26,295.59,248.99
"2019 WL4",,21.61,1.193,0.5581,4.88,186.20,99.99,291.16
"2019 WM4",,23.10,1.027,0.3445,10.49,71.84,214.93,95.38
"2019 WO4",,23.66,1.255,0.3244,1.98,227.51,308.50,17.47
"2019 WP4",,24.41,0.9796,0.3477,20.69,66.25,241.75,138.63
"2019 WQ4",,23.04,1.767,0.4497,4.59,148.16,234.89,212.70
"2019 WR4",,26.04,1.478,0.3197,0.97,102.07,8.79,94.76
"2019 WS4",,24.50,1.195,0.2179,8.68,258.62,243.89,151.28
"2019 WT4",,23.87,1.191,0.1189,14.21,251.53,164.45,223.74
"2019 WU4",,21.38,1.664,0.2579,23.73,243.48,252.59,240.03
"2019 WV4",,23.40,1.971,0.5214,6.82,51.73,75.09,37.47
"2019 WW4",,19.59,2.232,0.5527,9.42,330.68,22.72,296.70
"2019 WX4",,21.00,1.952,0.6272,29.46,78.33,74.51,42.13
"2019 WB5",,24.20,2.153,0.7284,8.88,91.35,69.49,343.71
"2019 WC5",,22.47,2.07,0.5731,9.52,112.10,42.85,336.49
"2019 WD5",,21.90,1.63,0.5428,4.75,311.98,228.35,274.53
"2019 WE5",,23.30,1.7,0.3727,7.63,130.32,321.28,241.94
"2019 WJ5",,21.30,2.309,0.7441,5.38,207.62,104.56,279.86
"2019 WK5",,20.69,1.439,0.2855,18.10,93.81,75.30,116.94
"2019 WL5",,23.30,1.118,0.2665,8.82,55.92,100.18,312.57
"2019 WO5",,24.02,1.267,0.1284,22.42,240.64,209.65,49.23
"2019 WX5",,23.64,1.273,0.0284,3.68,37.66,297.27,144.29
"2019 WY5",,24.11,2.267,0.6532,1.72,261.22,81.34,289.11
"2019 WZ5",,25.00,1.029,0.3530,7.19,82.84,232.87,330.76
"2019 WA6",,25.80,2.399,0.5762,10.44,238.93,187.79,359.54
"2019 WB6",,20.61,2.008,0.4071,11.80,144.51,15.10,3.76
"2019 WC6",,22.06,1.638,0.3415,19.78,78.59,318.33,318.44
"2019 WH6",,18.96,2.341,0.8999,29.30,296.68,285.73,220.63
"2019 WJ6",,24.30,2.391,0.7557,1.10,103.00,56.86,203.11
"2019 WL6",,23.20,1.353,0.3275,23.05,73.79,56.56,323.33
"2019 WM6",,23.23,1.815,0.3890,4.91,293.78,127.44,158.75
"2019 WN6",,25.79,1.284,0.1734,10.29,69.74,11.88,28.16
"2019 WP6",,26.10,1.228,0.2278,3.96,80.46,30.58,332.41
"2019 WR6",,21.51,1.749,0.2871,28.65,277.51,175.71,199.92
"2019 WW6",,27.00,1.591,0.4267,14.61,60.74,313.19,19.17
"2019 WB7",,24.75,0.8017,0.2936,1.62,260.84,339.83,315.71
"2019 WG7",,21.74,1.518,0.1514,17.88,109.58,29.47,18.36
"2019 WQ19",,20.79,1.387,0.5815,29.99,240.23,272.80,202.95
"2019 WF24",,27.75,1.981,0.6357,3.48,61.56,284.87,17.13
"2019 WU35",,26.02,2.297,0.5046,12.20,77.75,17.70,348.66
"2019 XB",,23.53,0.7279,0.4028,6.13,269.63,344.45,32.80
"2019 XC",,24.80,1.55,0.3224,23.42,63.45,44.26,340.03
"2019 XD",,27.40,0.9474,0.1630,20.40,67.82,238.37,277.43
"2019 XF",,23.34,1.35,0.6957,9.47,269.42,291.86,250.02
"2019 XG",,21.86,1.666,0.3206,7.93,62.78,76.55,248.18
"2019 XH",,22.20,2.358,0.7476,12.85,65.64,112.41,343.43
"2019 XK",,25.70,1.932,0.5675,8.30,67.80,303.14,95.81
"2019 XL",,26.60,0.7902,0.3084,7.74,252.89,10.10,335.49
"2019 XM",,28.05,1.604,0.4705,7.72,251.21,119.00,21.48
"2019 XN",,27.70,2.494,0.6188,0.33,35.67,65.19,179.97
"2019 XO",,27.20,2.483,0.5974,3.64,68.45,344.54,3.92
"2019 XP",,26.60,1.662,0.5029,0.43,171.55,323.69,338.97
"2019 XQ",,23.80,0.7179,0.4273,7.04,50.43,208.18,98.59
"2019 XR",,28.00,2.41,0.5881,2.57,66.54,351.75,2.71
"2019 XT",,24.40,1.436,0.2927,24.67,65.75,310.88,29.95
"2019 XV",,29.20,1.101,0.0976,0.34,46.08,356.43,83.93
"2019 XW",,23.88,1.273,0.4804,7.85,255.59,274.27,14.00
"2019 XX",,23.58,1.991,0.4823,5.42,82.84,351.62,42.54
"2019 XY",,27.90,2.068,0.5905,1.96,249.39,240.62,344.86
"2019 XA1",,24.20,1.475,0.4963,7.47,87.75,260.79,32.21
"2019 XB1",,20.41,1.969,0.4832,30.24,58.51,333.89,73.47
"2019 XC1",,22.41,1.682,0.3976,11.72,268.99,193.84,252.07
"2019 XE1",,19.70,1.936,0.6132,30.30,291.94,244.93,56.16
"2019 XF1",,22.36,1.239,0.1499,16.19,273.05,94.01,176.05
"2019 XG1",,19.28,2.69,0.5504,6.10,60.46,97.88,107.56
"2019 XH1",,25.50,2.005,0.5494,2.26,46.56,329.34,15.40
"2019 XJ1",,25.20,1.481,0.3553,11.79,69.27,61.13,331.66
"2019 XK1",,26.00,1.606,0.3467,6.43,84.86,351.87,332.53
"2019 XL1",,22.13,2.043,0.4831,1.90,46.12,89.02,356.56
"2019 XM1",,25.00,2.494,0.5651,4.70,113.73,316.86,186.08
"2019 XN1",,21.83,1.488,0.2291,4.52,343.68,162.02,62.52
"2019 XO1",,24.35,0.7078,0.4002,6.62,71.97,180.01,190.39
"2019 XP1",,25.05,1.4,0.4268,0.96,305.32,40.66,255.54
"2019 XQ1",,25.34,0.9958,0.2826,8.48,69.06,119.43,270.10
"2019 XR1",,26.10,2.352,0.6158,1.94,258.17,135.58,242.93
"2019 XS1",,26.40,2.45,0.5934,2.09,83.64,341.72,1.64
"2019 XV1",,23.90,1.884,0.4938,5.21,240.68,149.93,124.87
"2019 XW1",,25.70,0.9159,0.2029,5.60,49.77,241.40,119.49
"2019 XB2",,20.69,1.892,0.4176,27.85,232.92,280.12,69.89
"2019 XC2",,19.11,2.323,0.4795,10.11,294.48,26.77,296.82
"2019 XE2",,26.80,1.717,0.4228,7.70,251.80,169.87,238.39
"2019 XF2",,27.10,1.108,0.2481,13.67,252.39,101.72,91.87
"2019 XG2",,23.60,1.705,0.4526,7.63,279.03,98.09,268.48
"2019 XH2",,28.90,1.008,0.1511,3.78,76.11,261.65,42.75
"2019 XJ2",,21.28,2.52,0.6193,33.57,97.13,307.59,187.82
"2019 XM2",,26.60,1.198,0.1949,32.86,73.14,326.25,220.05
"2019 XN2",,25.75,1.17,0.2961,7.25,75.76,279.46,303.43
"2019 XO2",,21.09,1.486,0.3554,28.54,68.18,342.61,113.50
"2019 XP2",,23.30,2.614,0.6033,11.18,80.35,26.75,356.19
"2019 XQ2",,24.99,2.431,0.6028,4.92,73.38,330.67,212.63
"2019 XT2",,26.40,0.925,0.1599,13.47,255.56,56.18,356.59
"2019 XU2",,23.56,1.353,0.2384,8.62,89.75,323.32,296.43
"2019 XW2",,19.85,2.035,0.5459,6.45,320.34,68.19,31.97
"2019 XY2",,21.00,3.206,0.6026,7.31,255.23,185.24,13.07
"2019 XZ2",,24.70,1.497,0.3260,3.64,180.27,308.86,62.09
"2019 XA3",,18.96,2.764,0.6291,24.09,31.49,0.39,106.81
"2019 XB3",,20.32,1.229,0.2440,70.96,74.16,211.86,265.15
"2019 XC3",,20.08,2.548,0.5863,27.01,284.53,108.06,180.37
"2019 XD3",,20.01,1.183,0.4243,60.43,65.78,161.05,64.79
"2019 XF3",,22.70,2.385,0.5006,5.71,277.17,98.17,17.60
"2019 XG3",,18.68,2.666,0.7248,33.59,216.00,339.91,106.03
"2019 XJ3",,19.99,1.879,0.7370,29.72,99.65,224.38,133.62
"2019 XK3",,20.80,2.377,0.7158,5.59,88.09,232.40,251.87
"2019 XL3",,27.00,0.8714,0.1443,23.63,262.81,19.49,260.73
"2019 XN3",,26.84,1.13,0.1390,5.11,264.67,145.05,6.12
"2019 XO3",,26.00,2.034,0.5317,6.74,268.48,205.59,7.76
"2019 XP3",,24.26,1.623,0.3676,14.00,268.15,188.03,306.90
"2019 XQ3",,20.66,1.237,0.2602,50.96,88.48,52.17,80.20
"2019 XR3",,22.25,1.629,0.4770,6.42,337.87,23.59,336.54
"2019 XV3",,20.78,2.249,0.4851,8.36,231.41,237.42,274.88
"2019 XU14",,18.80,2.693,0.5830,17.80,313.53,131.19,356.41
"2019 YA",,21.74,1.326,0.2218,24.28,88.72,43.45,287.19
"2019 YB",,29.70,2.492,0.6487,1.09,83.35,46.22,352.01
"2019 YC",,22.85,1.056,0.0301,28.40,267.42,269.68,78.39
"2019 YD",,25.08,1.412,0.2671,12.62,265.52,163.26,200.21
"2019 YE",,26.70,1.172,0.3626,10.68,264.39,88.15,53.16
"2019 YF",,24.70,1.497,0.2737,26.38,265.23,168.02,5.99
"2019 YG",,24.70,1.655,0.4851,26.38,264.14,114.27,24.10
"2019 YH",,21.70,1.967,0.5643,21.58,84.76,89.20,335.79
"2019 YJ",,23.90,1.461,0.2958,41.34,78.64,43.99,337.90
"2019 YK",,24.10,2.103,0.5287,5.14,257.38,210.60,332.79
"2019 YL",,25.55,1.318,0.2790,1.43,287.64,120.61,351.54
"2019 YM",,26.01,2.156,0.6748,2.22,88.21,71.76,297.69
"2019 YN",,25.80,1.669,0.4986,23.15,265.84,241.04,340.10
"2019 YO",,26.50,1.153,0.1176,6.55,87.88,19.39,265.99
"2019 YP",,25.10,1.222,0.2012,23.18,265.08,240.45,319.61
"2019 YQ",,27.80,1.458,0.3018,0.85,257.15,199.58,354.92
"2019 YR",,25.60,2.803,0.6598,5.05,86.05,331.75,98.77
"2019 YS",,31.50,1.117,0.2234,0.22,272.78,103.88,53.97
"2019 YU",,23.20,1.498,0.5940,0.48,152.21,28.76,329.40
"2019 YV",,23.60,1.043,0.1897,1.61,41.31,148.40,119.76
"2019 YW",,23.47,1.886,0.5430,1.70,212.17,308.89,340.73
"2019 YX",,25.10,1.807,0.4377,5.30,78.46,23.23,3.18
"2019 YY",,25.90,1.871,0.4730,4.11,269.25,150.67,9.16
"2019 YZ",,25.50,1.343,0.3016,13.54,86.74,51.88,330.78
"2019 YA1",,25.53,1.69,0.4096,2.13,254.50,184.53,253.02
"2019 YB1",,26.70,1.654,0.4027,2.78,263.33,199.03,276.17
"2019 YD1",,25.07,1.337,0.2572,5.76,267.68,160.89,308.35
"2019 YE1",,25.21,1.098,0.0790,11.43,93.71,334.01,69.89
"2019 YF1",,24.10,2.492,0.5702,7.74,85.57,350.19,1.72
"2019 YG1",,25.20,1.43,0.3087,3.82,256.62,233.33,143.60
"2019 YH1",,26.06,2.027,0.5379,5.38,269.81,145.18,27.28
"2019 YJ1",,24.48,1.204,0.1217,22.49,83.92,23.66,342.32
"2019 YK1",,24.80,1.422,0.3570,3.19,70.63,318.58,28.78
"2019 YL1",,21.84,2.352,0.5643,11.14,259.56,241.34,216.62
"2019 YM1",,23.43,1.148,0.3312,15.84,86.74,231.03,91.04
"2019 YN1",,26.66,1.881,0.4703,3.18,87.05,347.98,110.78
"2019 YO1",,25.00,1.486,0.2811,27.14,85.10,343.86,8.67
"2019 YP1",,27.40,1.336,0.2568,4.89,90.91,331.85,314.23
"2019 YQ1",,22.10,1.821,0.2873,37.12,257.74,173.95,3.92
"2019 YR1",,25.70,1.122,0.2525,28.56,88.18,82.89,297.63
"2019 YS1",,25.70,1.938,0.4827,4.52,95.45,327.31,8.36
"2019 YT1",,25.38,1.201,0.1303,6.48,92.94,9.84,167.40
"2019 YU1",,24.30,1.13,0.2509,30.99,91.19,272.65,58.46
"2019 YV1",,25.23,1.017,0.1144,8.66,88.18,274.48,349.90
"2019 YW1",,23.70,1.799,0.6706,2.51,230.30,316.54,337.84
"2019 YX1",,24.50,1.792,0.4666,7.08,276.23,201.42,158.22
"2019 YA2",,22.90,2.285,0.6835,5.24,93.13,282.31,271.96
"2019 YB2",,28.30,1.492,0.3712,3.29,267.94,143.28,105.68
"2019 YC2",,26.80,0.9606,0.0624,9.99,88.15,238.03,220.23
"2019 YD2",,21.77,2.377,0.5330,5.31,101.30,35.87,209.79
"2019 YE2",,24.67,2.468,0.5718,1.55,243.53,229.93,183.89
"2019 YF2",,24.70,1.53,0.4237,20.61,89.76,297.50,25.15
"2019 YG2",,25.27,0.8621,0.2142,16.07,93.17,174.75,323.48
"2019 YH2",,23.34,1.134,0.4393,5.60,109.15,91.29,265.37
"2019 YJ2",,23.90,2.577,0.6187,10.31,98.66,310.38,164.23
"2019 YK2",,28.30,1.848,0.4712,2.23,92.71,338.60,135.19
"2019 YL2",,24.70,1.566,0.3165,13.57,268.37,194.08,355.14
"2019 YM2",,22.50,2.454,0.5091,15.03,99.57,27.16,185.89
"2019 YO2",,21.60,1.939,0.4988,35.57,95.05,291.36,93.64
"2019 YP2",,21.78,1.498,0.2010,36.34,92.71,312.94,108.60
"2019 YQ2",,23.20,2.462,0.5863,22.28,98.47,36.64,351.36
"2019 YS2",,27.10,1.152,0.2290,0.74,74.66,82.77,236.00
"2019 YT2",,24.77,2.057,0.5049,10.27,94.08,4.48,358.79
"2019 YU2",,27.40,2.327,0.6584,0.56,274.91,117.72,250.23
"2019 YV2",,21.95,1.226,0.8968,6.45,129.17,107.67,323.24
"2019 YW2",,24.07,1.673,0.5029,1.88,271.94,119.35,283.28
"2019 YX2",,26.30,1.512,0.3357,5.91,279.62,187.49,353.56
"2019 YZ2",,22.70,1.884,0.5614,10.35,239.62,134.78,21.65
"2019 YA3",,26.42,0.9397,0.2681,1.53,257.54,62.34,280.50
"2019 YB3",,24.20,1.349,0.1953,30.39,266.16,192.82,354.15
"2019 YD3",,25.90,1.526,0.3489,1.20,100.42,27.00,30.99
"2019 YG3",,22.30,1.653,0.2858,8.84,201.03,262.51,349.00
"2019 YJ3",,22.88,2.835,0.6588,4.30,79.87,79.75,75.21
"2019 YL3",,27.70,2.809,0.6569,3.81,99.37,21.21,87.92
"2019 YM3",,23.30,2.476,0.5989,13.61,283.64,151.90,189.56
"2019 YO3",,27.20,1.943,0.4933,4.28,276.46,163.67,5.42
"2019 YP3",,25.70,2.308,0.5939,6.67,272.30,151.57,253.00
"2019 YQ3",,26.40,1.39,0.2654,2.57,259.86,218.06,202.69
"2019 YR3",,24.46,2.038,0.7862,9.31,94.96,108.87,344.10
"2019 YS3",,24.63,1.01,0.1690,10.53,275.32,276.25,214.36
"2019 YT3",,25.80,1.275,0.2789,4.14,274.75,242.45,359.18
"2019 YU3",,22.72,1.467,0.5645,5.14,107.78,257.59,148.73
"2019 YV3",,21.00,1.732,0.6083,9.82,143.88,52.71,177.90
"2019 YW3",,22.90,1.481,0.2847,4.01,198.69,323.20,66.17
"2019 YZ3",,21.25,1.754,0.5959,23.38,275.41,257.65,170.67
"2019 YA4",,23.40,0.9231,0.4704,2.82,119.70,206.63,311.89
"2019 YB4",,26.80,0.9936,0.1924,0.54,324.36,236.81,259.07
"2019 YC4",,22.30,1.5,0.2060,19.82,124.52,304.81,93.35
"2019 YE4",,22.64,2.092,0.4754,6.24,112.82,23.76,329.57
"2019 YF4",,27.00,1.263,0.2149,0.21,259.93,216.85,42.98
"2019 YG4",,21.97,1.691,0.3038,11.54,97.28,297.03,287.70
"2019 YH4",,20.00,2.242,0.5043,42.74,292.66,247.09,242.99
"2019 YJ4",,19.60,2.734,0.6108,25.67,303.35,230.94,97.38
"2019 YK4",,20.33,2.351,0.6627,26.04,102.59,283.24,243.30
"2019 YL4",,24.40,0.9714,0.1697,8.10,107.71,176.47,231.79
"2019 YM4",,25.40,1.282,0.1759,11.65,96.52,31.10,350.43
"2019 YN4",,22.80,1.084,0.2390,17.59,277.62,358.15,184.92
"2019 YO4",,21.89,1.277,0.0358,45.52,97.71,115.06,270.97
"2019 YP4",,22.50,2.003,0.4001,4.28,134.77,345.57,23.37
"2019 YR4",,18.60,1.995,0.6795,26.61,93.31,148.08,345.52
"2019 YT4",,25.05,1.679,0.3931,3.71,111.03,310.32,271.87
"2019 YU4",,24.80,1.561,0.2639,0.91,56.90,57.17,353.23
"2019 YV4",,27.30,2.586,0.7413,3.64,94.56,283.51,11.18
"2019 YY4",,25.10,1.77,0.5646,22.09,279.26,103.45,22.53
"2019 YZ4",,24.52,2.578,0.7244,5.43,92.28,288.16,12.47
"2019 YA5",,26.00,1.154,0.1808,3.11,303.65,222.71,222.33
"2019 YB5",,25.00,1.101,0.3419,4.81,74.78,280.42,64.90
"2019 YC5",,22.03,2.652,0.5220,11.74,278.07,164.01,138.49
"2019 YD5",,25.90,1.42,0.2794,7.93,114.31,335.68,177.81
"2019 YE5",,24.70,1.373,0.2183,19.53,94.98,16.10,353.32
"2019 YP5",,22.45,0.9766,0.3842,10.36,318.16,299.02,271.62
"2019 YQ5",,25.09,1.188,0.1546,9.47,285.52,211.90,167.79
"2019 YR5",,19.80,2.627,0.8722,19.73,118.04,226.54,156.86
"2019 YU5",,24.00,1.489,0.2840,17.37,294.90,163.95,359.64
"2019 YV5",,24.40,2.48,0.6532,6.48,312.67,203.70,349.48
"2019 YW5",,23.50,1.924,0.4825,13.84,77.49,339.25,14.07
"2019 YX5",,21.20,2.767,0.5360,17.29,113.73,3.37,101.74
